,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
758,CHEMBL3699588,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756,556.2045880039999,8,2,4.832900000000004,True
761,CHEMBL3818563,5.52,nM,CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1,8.2580609222708,421.175004216,7,3,3.2485,True
762,CHEMBL3357641,5.52,nM,CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.2580609222708,503.153573748,7,2,4.687100000000003,True
763,CHEMBL1928291,5.54,nM,O=C(c1cc2ccccc2[nH]1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.25649023527157,422.040437904,5,2,5.939700000000002,True
764,CHEMBL2437479,5.6,nM,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)c1,8.2518119729938,414.144038436,8,2,3.0524000000000013,True
765,CHEMBL3903713,5.6,nM,C(=C/c1ccccc1)\C(=N\Nc1nncc2ccccc12)c1ccccc1,8.2518119729938,350.153146576,4,1,5.159400000000003,True
766,CHEMBL3622676,5.6,nM,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC4CC4)cc23)c1,8.2518119729938,469.211389724,7,3,3.7691000000000017,True
767,CHEMBL1873475,5.6,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,8.2518119729938,440.19607400800004,7,1,4.2173000000000025,True
768,CHEMBL4076854,5.6,nM,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,8.2518119729938,381.1259458480001,6,3,4.070300000000001,True
769,CHEMBL341522,5.6,nM,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,8.2518119729938,391.24844392800003,7,2,3.1262200000000018,True
771,CHEMBL248393,5.7,nM,COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1,8.244125144327509,471.26342529600004,7,1,4.099380000000004,True
773,CHEMBL3219347,5.78,nM,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.23807216157947,664.2921798840001,9,2,4.605800000000004,True
775,CHEMBL3622629,5.8,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.236572006437063,428.10514633599996,6,2,4.458100000000003,True
776,CHEMBL53203,5.8,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,8.236572006437063,382.142975816,5,2,5.290200000000003,True
778,CHEMBL69071,5.9,nM,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.229147988357855,509.1742289400001,6,4,3.9643200000000016,True
779,CHEMBL1928312,5.93,nM,COc1ccc2[nH]c(C(=O)c3cc4c(Nc5ccc(F)c(Cl)c5)ncnc4s3)cc2c1,8.226945306635738,452.051002588,6,2,5.948300000000002,True
780,CHEMBL3622648,6.0,nM,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,8.221848749616356,471.227039788,7,2,3.9688000000000025,True
783,CHEMBL206955,6.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,8.221848749616356,429.13678081200004,6,2,3.624200000000002,True
784,CHEMBL461795,6.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CC[C@@H](C(N)=O)C1,8.221848749616356,429.13678081200004,6,2,3.481700000000002,True
785,CHEMBL3926558,6.0,nM,C=CC(=O)N1CC(Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,8.221848749616356,404.184840628,6,1,3.587100000000002,True
786,CHEMBL3954587,6.0,nM,C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8.221848749616356,428.105146336,6,1,3.9501000000000026,True
787,CHEMBL3914159,6.0,nM,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,8.221848749616356,462.06617398400005,6,1,4.603500000000004,True
788,CHEMBL306315,6.0,nM,Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,8.221848749616356,294.067224032,3,2,4.5081000000000016,True
789,CHEMBL3758471,6.0,nM,C[C@@H](Nc1ncnc2sc(-c3cccc(C=O)c3)cc12)c1ccccc1,8.221848749616356,359.109233164,5,1,5.343900000000003,True
790,CHEMBL2105719,6.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,8.221848749616356,487.178645624,6,2,4.3304000000000045,True
791,CHEMBL3898447,6.0,nM,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,8.221848749616356,456.136446464,6,1,4.730300000000004,True
792,CHEMBL7917,6.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,8.221848749616356,315.07745436799996,5,1,4.044000000000002,True
793,CHEMBL1173655,6.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.221848749616356,485.16299556,7,2,4.389900000000002,True
794,CHEMBL118130,6.0,nM,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.221848749616356,337.073037684,5,3,4.122500000000002,True
795,CHEMBL3759780,6.0,nM,COc1cc(F)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.221848749616356,379.1154614160001,5,1,5.679100000000004,True
796,CHEMBL3608434,6.0,nM,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)C[C@H]1F,8.221848749616356,429.20369922800006,10,2,1.1607999999999992,True
797,CHEMBL3671484,6.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)CN(C)C)CC1,8.221848749616356,584.1546791400001,7,2,4.5785000000000045,True
798,CHEMBL56502,6.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN,8.221848749616356,392.10514633599996,7,3,2.8729000000000005,True
801,CHEMBL207815,6.0,nM,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8.221848749616356,502.189544656,8,2,2.7924000000000007,True
802,CHEMBL3759900,6.0,nM,COc1cc(C=O)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,8.221848749616356,375.10414778400013,6,1,4.791500000000003,True
805,CHEMBL3633151,6.0,nM,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,8.221848749616356,527.264487916,9,2,3.9636200000000033,True
806,CHEMBL1645474,6.0,nM,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,8.221848749616356,400.101106772,6,2,3.1585,True
807,CHEMBL3979610,6.0,nM,Fc1ccc(Nc2nncc3ccccc23)cc1,8.221848749616356,239.08587554,3,1,3.512500000000001,True
808,CHEMBL329856,6.0,nM,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.221848749616356,423.069472296,5,2,3.639400000000001,True
809,CHEMBL471058,6.0,nM,CCc1nccn1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,8.221848749616356,479.109520508,8,2,6.173200000000004,True
811,CHEMBL3963723,6.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,8.221848749616356,361.15387484800004,5,3,4.211800000000002,True
812,CHEMBL4087538,6.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,8.221848749616356,517.2601514840001,8,2,4.648900000000004,True
814,CHEMBL3622673,6.1,nM,C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,8.214670164989233,455.23212516800004,6,2,4.734000000000004,True
815,CHEMBL4063301,6.13,nM,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCCCC1,8.212539525481585,380.140388972,4,2,5.545600000000003,True
816,CHEMBL1229592,6.18,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,8.209011524911183,494.18331640400004,8,2,4.550800000000003,True
817,CHEMBL3937949,6.2,nM,O=C(O)c1ccc(Nc2nncc3ccccc23)cc1,8.207608310501746,265.085126592,4,2,3.071600000000001,True
818,CHEMBL3219348,6.26,nM,C=CC(=O)Nc1cccc(N2C(=O)CN(Cc3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.20342566678957,632.285951632,9,2,4.425800000000003,True
819,CHEMBL590878,6.27,nM,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1.[Cl-],8.202732459169283,338.019330372,6,6,-0.38149999999999984,True
820,CHEMBL3966129,6.3,nM,Clc1ccc(C(/C=C/c2ccccc2)=N\Nc2nncc3ccccc23)cc1,8.200659450546418,384.114174224,4,1,5.812800000000005,True
821,CHEMBL4282688,6.3,nM,C=C=CC(=O)Nc1cc(Nc2ncc(OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8.200659450546418,541.2801379800001,9,2,4.673500000000003,True
822,CHEMBL162719,6.4,nM,CN1CCN(c2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,8.193820026016112,398.0854567080001,6,1,3.282700000000002,True
823,CHEMBL3622679,6.4,nM,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC(C)C)cc23)c1,8.193820026016112,471.227039788,7,3,4.015100000000002,True
826,CHEMBL329867,6.4,nM,COc1cc2ncnc(Nc3cncc4ccccc34)c2cc1OC,8.193820026016112,332.127325752,6,1,3.938800000000003,True
827,CHEMBL4250210,6.4,nM,CNc1ccc(N(C)c2ncnc3occ(C)c23)cc1,8.193820026016112,268.132411132,5,1,3.3408200000000017,True
828,CHEMBL4079658,6.4,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],8.193820026016112,515.264487916,8,2,4.522400000000003,True
830,CHEMBL4101719,6.47,nM,OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,8.1890957193313,412.16993951200004,3,3,5.351000000000004,True
831,CHEMBL3983586,6.5,nM,Cc1ccc(C(/C=C/c2ccc(F)cc2)=N\Nc2nncc3ccccc23)cc1,8.187086643357144,382.159374828,4,1,5.606920000000004,True
832,CHEMBL3622666,6.5,nM,O=C(/C=C/CNC1CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.187086643357144,497.16299556,7,3,4.580300000000003,True
833,CHEMBL63469,6.5,nM,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,8.187086643357144,347.9777361,4,2,4.371500000000001,True
834,CHEMBL69629,6.5,nM,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.187086643357144,525.1691435600001,7,4,3.203920000000001,True
835,CHEMBL4129209,6.5,nM,C=CC(=O)N[C@@H]1CCCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,8.187086643357144,564.307355772,10,3,3.929800000000003,True
836,CHEMBL1914668,6.6,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(F)cc3)cc12)c1ccccc1,8.18045606445813,332.143724764,3,2,4.937100000000004,True
837,CHEMBL3979366,6.6,nM,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCN(C)C,8.18045606445813,588.206337592,8,2,3.9158000000000026,True
838,CHEMBL284326,6.6,nM,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,8.18045606445813,499.1898790040001,8,2,3.7017000000000015,True
839,CHEMBL3357634,6.67,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,8.175874166083451,447.127359,6,2,4.528000000000004,True
840,CHEMBL3950630,6.7,nM,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3nncc4ccccc34)cc2)n1,8.173925197299173,406.121194816,7,2,3.5810400000000016,True
841,CHEMBL2148050,6.7,nM,CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,8.173925197299173,533.069130512,8,2,4.434800000000004,True
842,CHEMBL3804868,6.7,nM,CCOc1cc2ncnc(Nc3ccc(C)c(Cl)c3)c2c2c1OCCO2,8.173925197299173,371.10366911599994,6,1,4.505120000000003,True
843,CHEMBL3751976,6.7,nM,C=CC(=O)Nc1cccc(-n2c(=O)cc(CC)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.173925197299173,539.264487916,9,2,3.971600000000003,True
845,CHEMBL4100377,6.8,nM,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCC3)ccn2)c1,8.167491087293763,435.17289604000007,6,3,5.337800000000003,True
846,CHEMBL4105442,6.8,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2Cl)c1,8.167491087293763,495.18258813200003,5,3,7.528940000000006,True
848,CHEMBL4102577,6.8,nM,CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,8.167491087293763,447.152909544,5,3,6.0918000000000045,True
852,CHEMBL3963403,6.9,nM,Fc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccccc2)cc1,8.161150909262744,368.143724764,4,1,5.298500000000003,True
853,CHEMBL2029426,6.95,nM,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccccc4)nc32)c1,8.158015195409886,400.16477388000004,5,2,4.048200000000002,True
854,CHEMBL3219132,6.99,nM,C=CC(=O)Nc1cccc(N2C(=O)CN(c3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.15552282425432,618.270301568,9,2,4.430200000000004,True
857,CHEMBL3883534,7.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.154901959985743,372.078931588,5,2,4.299000000000002,True
859,CHEMBL3608429,7.0,nM,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,8.154901959985743,413.20878460800003,9,2,1.7131999999999992,True
860,CHEMBL4218154,7.0,nM,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,8.154901959985743,441.24008473600003,9,2,2.2756,True
861,CHEMBL3946396,7.0,nM,COc1cccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)c1,8.154901959985743,345.14772684800005,5,1,5.071500000000004,True
864,CHEMBL255170,7.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2Cl)cn1,8.154901959985743,495.178565372,9,3,4.081120000000001,True
865,CHEMBL1172843,7.0,nM,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,8.154901959985743,476.184840628,6,3,5.826800000000005,True
866,CHEMBL598610,7.0,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCCC(=O)NO,8.154901959985743,462.14701114799993,7,3,5.009200000000003,True
867,CHEMBL3787386,7.0,nM,C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,8.154901959985743,396.078931588,5,2,4.302400000000002,True
869,CHEMBL311109,7.0,nM,NC(=O)C1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc6[nH]ccc6c5)c4s3)cc2)CC1,8.154901959985743,482.188880452,6,3,5.2805000000000035,True
870,CHEMBL2087357,7.0,nM,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCSCCO4)c1,8.154901959985743,417.01465985199997,6,1,4.6403000000000025,True
872,CHEMBL3758762,7.0,nM,C[C@@H](Nc1ncnc2sc(-c3ccc(C(N)=O)cc3)cc12)c1ccccc1,8.154901959985743,374.120132196,5,2,4.630300000000003,True
873,CHEMBL3968784,7.0,nM,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,8.154901959985743,476.08182404800004,6,1,4.993600000000004,True
874,CHEMBL3758758,7.0,nM,COC(=O)c1ccc(OC)c(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c1,8.154901959985743,419.13036253200005,7,1,5.3266000000000036,True
877,CHEMBL3674152,7.0,nM,COc1cc(C(=O)NN2CCN(C)CC2)ccc1Nc1ncc2nc(Nc3ccccc3)n(C(C)C)c2n1,8.154901959985743,515.2757212960001,10,3,3.795200000000002,True
878,CHEMBL122245,7.0,nM,COc1ccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.154901959985743,380.115236844,6,3,4.370600000000002,True
879,CHEMBL121796,7.0,nM,Clc1cccc(Nc2[nH]cnc3nnc(NCc4ccccc4)c2-3)c1,8.154901959985743,350.10467216,5,3,4.313600000000001,True
881,CHEMBL2103842,7.0,nM,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,8.154901959985743,466.0978725280001,9,2,5.2489000000000035,True
882,CHEMBL513418,7.0,nM,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4cccc(Cl)c4)c3s2)cc1,8.154901959985743,432.022993336,8,3,3.8743000000000016,True
884,CHEMBL3233787,7.0,nM,O=C(/C=C/CN1CCC(F)(F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.154901959985743,481.0950935680001,6,2,5.453200000000003,True
885,CHEMBL2178350,7.0,nM,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CC5)c4n3)cc2)CC1,8.154901959985743,440.243692896,8,2,4.400200000000003,True
886,CHEMBL4062178,7.0,nM,Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)CO)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,8.154901959985743,590.25206466,8,2,3.473620000000002,True
887,CHEMBL496174,7.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1,8.154901959985743,478.10303816000004,6,2,5.909900000000003,True
888,CHEMBL3959248,7.0,nM,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,8.154901959985743,551.264487916,9,2,4.8529000000000035,True
889,CHEMBL53850,7.0,nM,CNc1ccc2ncncc2c1,8.154901959985743,159.079647288,3,1,1.6714999999999998,True
890,CHEMBL3233020,7.0,nM,O=C(/C=C/CN1CC2(COC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.154901959985743,459.093201748,7,2,4.054300000000002,True
891,CHEMBL3671570,7.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN1CCCCC1,8.154901959985743,570.139029076,7,3,4.380400000000003,True
892,CHEMBL57759,7.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,8.154901959985743,390.12588178,6,1,4.114900000000003,True
893,CHEMBL3622670,7.0,nM,CC(C)NC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.154901959985743,499.178645624,7,3,4.826300000000003,True
895,CHEMBL4237916,7.1,nM,CCCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,8.148741651280925,297.147726848,5,0,4.087920000000003,True
896,CHEMBL597551,7.1,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC(=O)NO,8.148741651280925,406.08441089199994,7,3,3.448800000000001,True
897,CHEMBL3935007,7.1,nM,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Br)c4)ncnc3cc2OC)CC1,8.148741651280925,482.0953526960001,6,1,4.700300000000004,True
898,CHEMBL340508,7.1,nM,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.148741651280925,330.02285645200004,6,3,2.8165000000000004,True
899,CHEMBL340399,7.2,nM,Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,8.142667503568731,345.17019360800003,6,3,3.4545200000000014,True
900,CHEMBL3086106,7.2,nM,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1,8.142667503568731,568.2910370120001,8,1,3.714100000000003,True
901,CHEMBL4239716,7.2,nM,CSc1ccc(N(C)c2ncnc3occ(C)c23)cc1,8.142667503568731,285.0935831,5,0,4.021020000000004,True
902,CHEMBL4079768,7.2,nM,C#Cc1cccc(Nc2ncnc3ccc(OCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,8.142667503568731,521.115031682,6,2,4.986600000000004,True
903,CHEMBL3612587,7.3,nM,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cc(C(=O)OCC)ccc4O)c3cc21,8.136677139879545,480.1644991079999,11,2,3.5069000000000017,True
904,CHEMBL4105526,7.4,nM,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CC3)ccn2)c1,8.130768280269024,421.15724597600007,6,3,4.947700000000003,True
905,CHEMBL129825,7.4,nM,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.130768280269024,414.11675683600004,6,2,4.284600000000003,True
909,CHEMBL39811,7.5,nM,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.1249387366083,452.1324069,5,2,4.6106000000000025,True
910,CHEMBL4089951,7.6,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,8.119186407719209,568.32742252,7,1,4.546340000000004,True
911,CHEMBL300217,7.6,nM,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.119186407719209,315.01195742000004,5,2,3.113100000000001,True
912,CHEMBL3910915,7.6,nM,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(C)c4)ncnc3cc2OC)CC1,8.119186407719209,496.1110027600001,6,1,5.008720000000004,True
913,CHEMBL136404,7.7,nM,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.113509274827518,383.0381721680001,5,2,4.045500000000002,True
915,CHEMBL2048789,7.8,nM,O=C1NCc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc21,8.10790539730952,435.109817116,7,3,3.856300000000002,True
916,CHEMBL597752,7.8,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC(=O)NO,8.10790539730952,420.10006095599994,7,3,3.8389000000000015,True
917,CHEMBL4072874,7.8,nM,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)c23)c1,8.10790539730952,499.18083854400004,3,3,7.2176000000000045,True
918,CHEMBL3622677,7.9,nM,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)/C=C/CNC4CC4)cc23)c1,8.102372908709558,413.18517497600004,6,3,3.610000000000002,True
919,CHEMBL357570,7.9,nM,CCNc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F.CCO,8.102372908709558,462.05252258,6,3,5.920100000000004,True
920,CHEMBL255871,8.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,8.096910013008056,391.155686416,8,2,3.3198000000000025,True
921,CHEMBL3671494,8.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C1CC1,8.096910013008056,513.081179852,6,3,4.3045000000000035,True
922,CHEMBL461968,8.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@@H](C)C(N)=O,8.096910013008056,417.13678081200004,6,2,3.480100000000002,True
923,CHEMBL2087359,8.0,nM,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCCSCCCO4)c1,8.096910013008056,445.04595997999996,6,1,5.420500000000003,True
924,CHEMBL3233778,8.0,nM,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.096910013008056,433.1139371920001,6,2,5.063900000000003,True
925,CHEMBL123189,8.0,nM,COc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.096910013008056,380.115236844,6,3,4.370600000000002,True
926,CHEMBL266995,8.0,nM,Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,8.096910013008056,287.03492086,4,3,3.6720000000000024,True
927,CHEMBL120979,8.0,nM,COc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.096910013008056,366.09958678,6,3,4.502100000000002,True
928,CHEMBL3759356,8.0,nM,C[C@@H](Nc1ncnc2sc(-c3cccc(C(=O)O)c3)cc12)c1ccccc1,8.096910013008056,375.104147784,5,2,5.229600000000003,True
929,CHEMBL3416594,8.0,nM,COc1ccccc1-c1cc2c(NC(CO)c3ccccc3)ncnc2s1,8.096910013008056,377.11979784800013,6,2,4.512400000000002,True
930,CHEMBL461967,8.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CNC(=O)[C@H]1CCCCN1C,8.096910013008056,457.16808094000004,6,2,4.275000000000003,True
934,CHEMBL3676384,8.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)NCC,8.096910013008056,550.053106532,6,4,4.750800000000003,True
935,CHEMBL122182,8.0,nM,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.096910013008056,352.083936716,6,4,4.199100000000001,True
