"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL184253";"";"0";"305.34";"0";"3.41";"8d";"Cc1[nH]c(C#N)c(C)c1-c1ccnc(Nc2ccc(O)cc2)n1";"Ki";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"23.91";"0.43";"3.89";"7.48";"False";"CHEMBL828229";"Inhibition of Cyclin dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137157";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None"
"CHEMBL3099749";"";"0";"522.52";"2";"6.47";"25";"CCC[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1";"Ki";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"12.48";"0.23";"0.05";"6.55";"False";"CHEMBL3101313";"Displacement of B-Alexa-Fluor647 from CDK2 (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098110";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None"
"CHEMBL3099745";"";"0";"538.48";"1";"4.84";"21";"COC(=O)[C@H](Cc1cccc(O)c1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1";"Ki";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3101313";"Displacement of B-Alexa-Fluor647 from CDK2 (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098110";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None"
"CHEMBL3099766";"";"0";"475.53";"0";"3.28";"17";"COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(N)=O)c2cc(-c3cccs3)ccc2n1";"Ki";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3101313";"Displacement of B-Alexa-Fluor647 from CDK2 (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098110";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None"
"CHEMBL3099762";"";"0";"532.98";"1";"4.59";"13";"COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(CCc3ccc(Cl)cc3)ccc2n1";"Ki";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3101313";"Displacement of B-Alexa-Fluor647 from CDK2 (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098110";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None"
"CHEMBL3099764";"";"0";"478.55";"0";"4.28";"15";"CCCCCCc1ccc2nc(C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)OC)cc(C(=O)O)c2c1";"Ki";"'<'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3101313";"Displacement of B-Alexa-Fluor647 from CDK2 (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098110";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None"
"CHEMBL1974870";"";"0";"392.89";"0";"4.54";"SID103904481";"Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(Cl)c4)c3)cc12";"Ki";"'='";"25.12";"nM";"7.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL47302";"";"0";"206.27";"0";"1.80";"8";"Cc1nc(C)c(-c2ccnc(N)n2)s1";"Ki";"'='";"6500.0";"nM";"5.19";"";"";"UO_0000065";"25.15";"0.51";"3.39";"8.02";"False";"CHEMBL658107";"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149116";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL46817";"";"0";"325.44";"0";"4.03";"37";"Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1";"Ki";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"20.46";"0.40";"2.63";"12.34";"False";"CHEMBL658107";"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149116";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL1979718";"";"0";"345.41";"0";"3.68";"SID103905662";"Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)Nc3nc[nH]n3)cc12";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL244378";"";"0";"346.35";"0";"3.54";"SID103904604";"O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1";"Ki";"'='";"50.12";"nM";"7.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1993413";"";"0";"348.79";"0";"4.53";"SID103904263";"O=C(Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)c1ccccc1";"Ki";"'>'";"3162.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2005718";"";"0";"365.85";"0";"2.24";"SID103904222";"CS(=O)(=O)NCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1";"Ki";"'='";"251.19";"nM";"6.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1986603";"";"0";"451.51";"0";"3.75";"SID103905597";"Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(-n4cccn4)cc3)s2)no1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1977148";"";"0";"500.58";"2";"5.05";"SID103904318";"COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CCO)c5)cnc(N)c34)cc2)cc1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1998585";"";"0";"447.42";"1";"5.74";"SID103904277";"Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1987261";"";"0";"313.38";"0";"3.16";"SID103904229";"CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(F)n1";"Ki";"'='";"316.23";"nM";"6.50";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1984367";"";"0";"376.49";"0";"4.29";"SID103905001";"CN(C)c1ccc(CNC(=O)c2cc3c(-c4ccccc4)n[nH]c3s2)cc1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1985723";"";"0";"329.84";"0";"3.68";"SID103904218";"CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1";"Ki";"'='";"501.19";"nM";"6.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1974803";"";"0";"356.59";"0";"4.57";"SID103905458";"O=c1[nH]c2cc(Cl)cc(Cl)c2c(-c2cc(Cl)ccc2O)c1O";"Ki";"'='";"5011.87";"nM";"5.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1970074";"";"0";"410.40";"1";"6.20";"SID103904358";"Cc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12";"Ki";"'='";"7943.28";"nM";"5.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL186425";"";"0";"382.40";"0";"4.74";"63";"Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL361723";"";"0";"436.48";"0";"4.68";"91";"Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccccc3)nn2n1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL183064";"";"0";"454.47";"0";"4.82";"101";"Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccc(F)cc3)nn2n1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL408439";"";"0";"418.50";"0";"2.79";"17";"COc1cccc(C(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2N)c1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL908827";"Inhibition of CDK2/Cyclin E";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137323";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL277351";"";"0";"423.47";"0";"1.27";"34";"COc1cc(F)ccc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N";"Ki";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"16.71";"0.33";"5.81";"5.55";"False";"CHEMBL908827";"Inhibition of CDK2/Cyclin E";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137323";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL210963";"";"0";"434.47";"0";"1.54";"6s";"CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1C#N";"Ki";"'>'";"8600.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL860196";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL485730";"";"0";"368.34";"0";"3.56";"30";"OCc1csc(-c2ccnc(Nc3cc(O)cc(C(F)(F)F)c3)n2)n1";"Ki";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"15.81";"0.32";"2.26";"6.39";"False";"CHEMBL945310";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152268";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL2064561";"";"0";"447.54";"0";"4.15";"18";"CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)c3ccccc3)n[nH]c2C1(C)C)c1ccccc1";"Ki";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"12.73";"0.24";"1.55";"6.29";"False";"CHEMBL2067019";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2062373";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None"
"CHEMBL565460";"";"0";"427.51";"0";"4.30";"10d";"Cc1cccc([C@@H](CO)NC(=O)c2cc(-c3nc(Nc4ccccc4)ncc3C)c[nH]2)c1";"Ki";"'='";"69.0";"nM";"7.16";"";"";"UO_0000065";"16.75";"0.31";"2.86";"6.96";"False";"CHEMBL1044905";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154622";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL584754";"";"0";"427.51";"0";"4.30";"9b";"Cc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1";"Ki";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"16.03";"0.29";"2.55";"6.66";"False";"CHEMBL1044905";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154622";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL269881";"";"0";"247.30";"0";"1.89";"NU2058";"Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1";"Ki";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"19.90";"0.37";"3.03";"5.49";"False";"CHEMBL874858";"Inhibition of Cyclin-dependent kinase 2 enzyme from starfish oocytes";"B";"BAO_0000219";"cell-based format";"Marthasterias glacialis";"None";"None";"Oocyte";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133452";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3833641"
"CHEMBL1086088";"";"0";"401.49";"0";"4.11";"15";"CCNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)s1";"Ki";"'='";"463.0";"nM";"6.33";"";"";"UO_0000065";"15.78";"0.31";"2.22";"7.01";"False";"CHEMBL1119481";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155519";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL184656";"";"0";"468.39";"1";"5.89";"79";"Fc1ccc(Nc2nccc(-c3c(-c4cccc(C(F)(F)F)c4)nn4ncccc34)n2)cc1F";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL189874";"";"0";"501.30";"2";"6.92";"85";"FC(F)(F)c1cc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)ccc1Cl";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL434729";"GW829906X";"0";"446.44";"1";"5.92";"88";"Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL361038";"";"0";"498.87";"1";"6.72";"102";"Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL185516";"";"0";"364.36";"0";"4.09";"104";"Fc1ccc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)cc1F";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL582829";"";"0";"479.94";"1";"5.09";"11c";"Cc1cnc(Nc2cccc(F)c2C)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1";"Ki";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"14.22";"0.27";"1.73";"6.63";"False";"CHEMBL1044905";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154622";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL434158";"";"0";"378.44";"0";"4.91";"87";"Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccccc3)nn2n1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL296468";"BMS-387032";"1";"380.54";"0";"3.66";"9, SNS-032";"CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1";"Ki";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"19.50";"0.41";"3.76";"9.27";"False";"CHEMBL2321002";"Inhibition of human CDK2 after 30 mins by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311463";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None"
"CHEMBL493169";"";"0";"362.36";"0";"2.97";"27";"FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCNCC4)nn23)c1";"Ki";"'>'";"4000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1022928";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136908";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL3099744";"";"0";"552.51";"2";"5.14";"20";"COC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1";"Ki";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3101313";"Displacement of B-Alexa-Fluor647 from CDK2 (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098110";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None"
"CHEMBL1084629";"";"0";"382.49";"0";"3.53";"19";"CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1";"Ki";"'='";"156.0";"nM";"6.81";"";"";"UO_0000065";"17.80";"0.34";"3.28";"9.05";"False";"CHEMBL1119481";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155519";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL1083150";"";"0";"311.41";"0";"4.00";"11";"CNc1ccc(Nc2nccc(-c3sc(C)nc3C)n2)cc1";"Ki";"'='";"286.0";"nM";"6.54";"";"";"UO_0000065";"21.01";"0.41";"2.54";"10.43";"False";"CHEMBL1119481";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155519";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
