"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL1986781";"";"0";"420.45";"0";"3.61";"SID103904423";"CC(=O)N1CCC(Nc2nccc(-c3c(-c4ccc(F)cc4)nc4occn34)n2)CC1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL217037";"";"0";"570.65";"1";"3.63";"13";"COc1cc2c(Nc3cc(CC(=O)Nc4cccc(C#N)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1";"Ki";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"12.41";"0.23";"3.45";"4.39";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL268345";"";"0";"590.64";"2";"3.67";"14";"COc1cc2c(Nc3cc(CC(=O)Nc4cccc([N+](=O)[O-])c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1";"Ki";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"12.54";"0.24";"3.74";"4.10";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL385049";"";"0";"567.60";"1";"3.79";"18";"COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCC[C@@H]1CO";"Ki";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"12.38";"0.23";"3.24";"5.11";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL386310";"";"0";"596.64";"1";"2.94";"20";"COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCN(CCO)CC1";"Ki";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"12.17";"0.23";"4.32";"5.16";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL386253";"";"0";"509.54";"1";"2.78";"24";"COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCNCCO";"Ki";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"12.09";"0.23";"3.38";"4.21";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL215022";"";"0";"537.57";"1";"3.78";"33";"O=C(Cc1cc(Nc2ncnc3cc(OCCCN4CCC[C@@H]4CO)ccc23)n[nH]1)Nc1cccc(F)c1F";"Ki";"'='";"950.0";"nM";"6.02";"";"";"UO_0000065";"11.20";"0.21";"2.24";"4.69";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL215203";"";"0";"519.58";"1";"3.64";"36";"O=C(Cc1cc(Nc2ncnc3cc(OCCCN4CCC[C@@H]4CO)ccc23)n[nH]1)Nc1cccc(F)c1";"Ki";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"11.27";"0.21";"2.21";"4.56";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL425280";"";"0";"563.63";"1";"3.90";"7";"COc1cc2c(Nc3cc(CC(=O)Nc4ccccc4F)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1";"Ki";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"10.39";"0.19";"1.95";"4.26";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL216769";"";"0";"563.63";"1";"3.90";"8";"COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"15.43";"0.29";"4.80";"6.33";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL262434";"";"0";"581.62";"1";"4.04";"11";"COc1cc2c(Nc3cc(CC(=O)Nc4cc(F)cc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"15.47";"0.29";"4.96";"6.54";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL550825";"";"0";"330.40";"0";"4.17";"5";"Cc1cc(Nc2nc(N(C)c3ccccc3)nc3ccccc23)n[nH]1";"Ki";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"23.52";"0.42";"3.60";"11.14";"False";"CHEMBL1031294";"Inhibition of Aurora-A by coupled assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158437";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL562157";"";"0";"367.87";"1";"5.21";"10";"Cc1cc(Nc2nc(Sc3ccc(Cl)cc3)nc3ccccc23)n[nH]1";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"22.35";"0.45";"3.01";"12.37";"False";"CHEMBL1031294";"Inhibition of Aurora-A by coupled assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158437";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL564449";"";"0";"416.51";"0";"4.90";"24";"Cc1cc(Nc2nc(Sc3ccc(NC(=O)C4CC4)cc3)nc3ccccc23)n[nH]1";"Ki";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1031294";"Inhibition of Aurora-A by coupled assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158437";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL554941";"";"0";"430.54";"1";"5.42";"33";"CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(-c3ccccc3)n2)cc1";"Ki";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1031294";"Inhibition of Aurora-A by coupled assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158437";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL1991734";"";"0";"301.39";"0";"4.11";"SID103905368";"CN1c2ccc(N)cc2C(c2ccccc2)c2cc(N)ccc21";"Ki";"'='";"501.19";"nM";"6.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL223360";"LINIFANIB";"3";"375.41";"0";"4.90";"SID103904340";"Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL183844";"";"0";"371.44";"0";"4.86";"SID103904360";"Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C)c1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1977931";"";"0";"237.26";"0";"2.83";"SID103905274";"CC(=O)c1ccccc1-c1ncnc2[nH]ccc12";"Ki";"'>'";"63095.73";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL526133";"";"0";"288.31";"0";"2.98";"SID103904527";"O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2ccccc2)[nH]1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2000433";"";"0";"265.32";"0";"2.60";"SID103905303";"CCNNc1cc(C)c(C#N)c2nc3ccccc3n12";"Ki";"'='";"5011.87";"nM";"5.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1992242";"";"0";"373.48";"1";"6.22";"SID103904384";"Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4sncc34)cc2)c1";"Ki";"'>'";"3981.07";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1999749";"";"0";"544.66";"2";"6.51";"SID103905566";"COc1cc(Nc2ncnc3ccc(-c4ccc(CN5CC6C(CO)C6C5)cc4)cc23)ccc1Oc1ccccc1";"Ki";"'>'";"6309.57";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1971029";"";"0";"590.50";"1";"3.31";"SID103904602";"CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br";"Ki";"'='";"19.95";"nM";"7.70";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL262434";"";"0";"581.62";"1";"4.04";"11";"COc1cc2c(Nc3cc(CC(=O)Nc4cc(F)cc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1";"Ki";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"11.41";"0.22";"2.60";"4.83";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL268345";"";"0";"590.64";"2";"3.67";"14";"COc1cc2c(Nc3cc(CC(=O)Nc4cccc([N+](=O)[O-])c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1";"Ki";"'='";"890.0";"nM";"6.05";"";"";"UO_0000065";"10.24";"0.19";"2.38";"3.35";"False";"CHEMBL856402";"Inhibition of human recombinant Aurora A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147984";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL552385";"";"0";"402.31";"1";"5.86";"14";"Cc1cc(Nc2nc(Sc3ccc(Cl)c(Cl)c3)nc3ccccc23)n[nH]1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"21.62";"0.46";"2.84";"13.08";"False";"CHEMBL1031294";"Inhibition of Aurora-A by coupled assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158437";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL1780258";"";"0";"329.47";"0";"4.71";"5a";"CCCCCCSc1nc(Nc2cc(C)[nH]n2)cc(C)c1C#N";"Ki";"'='";"3.8";"nM";"8.42";"";"";"UO_0000065";"25.56";"0.50";"3.71";"10.88";"False";"CHEMBL1781278";"Inhibition of phosphotransferase activity of recombinant aurora A expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777738";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308376"
"CHEMBL223460";"";"0";"466.91";"0";"2.96";"18d";"CS(=O)(=O)Nc1cc2c(cc1Cl)NC(=O)Nc1cnc(C#N)c(n1)OCCCCCO2";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL913838";"Inhibition of Aurora 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142994";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None"
"CHEMBL565205";"";"0";"317.35";"0";"4.20";"6";"Cc1cc(Nc2nc(Oc3ccccc3)nc3ccccc23)n[nH]1";"Ki";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"23.46";"0.42";"3.24";"9.83";"False";"CHEMBL1031294";"Inhibition of Aurora-A by coupled assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158437";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL549322";"";"0";"333.42";"0";"4.56";"7";"Cc1cc(Nc2nc(Sc3ccccc3)nc3ccccc23)n[nH]1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"23.09";"0.44";"3.14";"11.58";"False";"CHEMBL1031294";"Inhibition of Aurora-A by coupled assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158437";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL564941";"";"0";"404.50";"0";"4.90";"23";"CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)c3ccccc3n2)cc1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"22.25";"0.42";"4.10";"9.42";"False";"CHEMBL1031294";"Inhibition of Aurora-A by coupled assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158437";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL1971186";"";"0";"378.41";"0";"3.35";"SID103904414";"Fc1ccc(-c2nc3occn3c2-c2ccnc(NC3CCNCC3)n2)cc1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1972125";"";"0";"462.55";"0";"4.99";"SID103904473";"Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1ccccc1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL482767";"SNS-314";"1";"430.95";"0";"4.52";"SID124950687";"O=C(Nc1cccc(Cl)c1)Nc1ncc(CCN=c2[nH]cnc3ccsc23)s1";"Ki";"'='";"39.81";"nM";"7.40";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1975534";"";"0";"363.16";"0";"-0.70";"SID103905378";"NCC(O)C(O)Cn1cc(I)c2c(N)ncnc21";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1975923";"";"0";"316.36";"0";"2.43";"SID103905177";"CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(O)c(N)c1";"Ki";"'>'";"794.33";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL242865";"";"0";"351.32";"0";"3.57";"SID103904590";"O=C(O)c1ccccc1Nc1ccnc(Nc2ccc([N+](=O)[O-])cc2)n1";"Ki";"'='";"79.43";"nM";"7.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1978973";"";"0";"400.23";"0";"4.30";"SID103905395";"Cc1ccc(-c2nc3ccc(Br)cc3c(C(=O)O)c2CC(=O)O)cc1";"Ki";"'='";"79.43";"nM";"7.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2003341";"";"0";"387.27";"0";"4.52";"SID103904553";"O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1ccc(-c2ccncc2)cc1";"Ki";"'>'";"1584.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2000137";"";"0";"403.51";"1";"5.51";"SID103904395";"Cc1ccc(C)c(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1";"Ki";"'='";"251.19";"nM";"6.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1992125";"";"0";"407.47";"0";"4.03";"SID103905213";"COc1cc(Nc2ncnc(N3CCCc4cc(C)ccc43)n2)cc(OC)c1OC";"Ki";"'='";"1584.89";"nM";"5.80";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1980896";"";"0";"473.78";"1";"5.54";"SID103904856";"Nc1ncnc2sc(Br)c(-c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12";"Ki";"'='";"501.19";"nM";"6.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1968130";"";"0";"169.58";"0";"0.36";"SID103905652";"Nc1nnc2cncc(Cl)n12";"Ki";"'='";"31622.78";"nM";"4.50";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963727";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: STK6";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
