"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL241540";"";"0";"427.94";"1";"5.28";"10d-Cl";"CSc1nc(NCc2ccc(F)cc2)c2cnn(CC(Cl)c3ccccc3)c2n1";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.36";"0.33";"1.72";"12.58";"False";"CHEMBL1837743";"Inhibition human recombinant Abl using Abtide peptide substrate in presence of [gamma-32P]-ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833847";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None"
"CHEMBL298445";"";"0";"328.36";"0";"3.14";"K00602a, Aminopyrimidine1";"Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1";"Ki";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"20.70";"0.40";"3.66";"5.67";"False";"CHEMBL939368";"Inhibition of Abl";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145498";"1";"Scientific Literature";"Proc. Natl. Acad. Sci. U.S.A.";"2007";"None"
"CHEMBL3639839";"";"0";"374.39";"1";"5.74";"BDBM112061";"Cc1ccc(F)cc1-c1ccc2cc(NC(=O)c3cccc(F)c3)ncc2c1";"Ki";"'='";"58.0";"nM";"7.24";"";"233127";"UO_0000065";"19.33";"0.35";"1.50";"17.23";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3689727";"";"0";"347.42";"0";"3.97";"BDBM112429";"CCO[C@@H]1CC1C(=O)Nc1cc2ccc(-c3cnccc3C)cc2cn1";"Ki";"'='";"0.451";"nM";"9.35";"";"233518";"UO_0000065";"26.90";"0.49";"5.38";"14.58";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL3689749";"";"0";"399.49";"0";"4.84";"BDBM112451";"Cc1ccc(C(=O)NC2CCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1";"Ki";"'='";"0.417";"nM";"9.38";"";"233550";"UO_0000065";"23.48";"0.43";"4.54";"13.19";"False";"CHEMBL3705971";"In Vitro Enzyme Assay: Using the following procedure, varying concentration of compounds of the invention were assessed for their ability to inhibit c-Abl enzyme's phosphorylation of 5-FAM-EAIYAHPFAKKK-CONH2 (Caliper LifeSciences, cat #760346) peptide substrate in the presence of ATP at Km app. The phosphorylated product is detected using the Caliper mobility shift detection method where product and substrate are electrophoretically separated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638510";"37";"BindingDB Database";"";"2014";"None"
"CHEMBL1223344";"";"0";"391.86";"0";"3.84";"7b";"Cn1c(=O)c(-c2ccccc2Cl)cc2cnc(NCc3cccc(N)c3)nc21";"Ki";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"18.43";"0.35";"3.38";"8.41";"False";"CHEMBL1227835";"Inhibition of recombinant c-Abl after 30 mins";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221293";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None"
"CHEMBL4087882";"";"0";"744.16";"3";"5.52";"4a";"CN1CCN(CCOC(=O)N(c2cccc(Br)c2)c2nc(SCCN3CCOCC3)nc3c2cnn3CC(Cl)c2ccccc2)CC1";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4013502";"Inhibition of human wild type full length N-terminal GST/6His-tagged ABL (P118 to S535 residues) expressed in Sf9 cells using abltide as substrate after 5 mins in presence of [gamma-32P]ATP by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011641";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4090317";"";"0";"600.58";"2";"5.70";"7a";"CSc1nc(N(C(=O)OCCN2CCN(C)CC2)c2cccc(Cl)c2)c2cnn(CC(Cl)c3ccccc3)c2n1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4013502";"Inhibition of human wild type full length N-terminal GST/6His-tagged ABL (P118 to S535 residues) expressed in Sf9 cells using abltide as substrate after 5 mins in presence of [gamma-32P]ATP by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011641";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL2407628";"";"0";"624.61";"2";"5.64";"9a";"CSc1nc(N(C(=O)OCCN2CCN(C)CC2)c2cccc(Br)c2)c2cnn(CC(C)c3ccccc3)c2n1";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4013502";"Inhibition of human wild type full length N-terminal GST/6His-tagged ABL (P118 to S535 residues) expressed in Sf9 cells using abltide as substrate after 5 mins in presence of [gamma-32P]ATP by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011641";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4069584";"";"0";"652.66";"2";"6.42";"9c";"CCC(CN1CCN(C)CC1)OC(=O)N(c1cccc(Br)c1)c1nc(SC)nc2c1cnn2CC(C)c1ccccc1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4013502";"Inhibition of human wild type full length N-terminal GST/6His-tagged ABL (P118 to S535 residues) expressed in Sf9 cells using abltide as substrate after 5 mins in presence of [gamma-32P]ATP by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011641";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL411043";"";"0";"363.85";"0";"4.42";"1";"ClC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccccc1";"Ki";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"17.68";"0.34";"2.01";"11.56";"False";"CHEMBL4013502";"Inhibition of human wild type full length N-terminal GST/6His-tagged ABL (P118 to S535 residues) expressed in Sf9 cells using abltide as substrate after 5 mins in presence of [gamma-32P]ATP by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011641";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL1994361";"";"0";"480.54";"1";"5.13";"SID103904476";"Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1ccccc1F";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2002165";"";"0";"502.58";"2";"5.57";"SID103904322";"CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1";"Ki";"'='";"0.7943";"nM";"9.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1968127";"";"0";"408.48";"0";"4.19";"SID103904424";"CN(C)CC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1976090";"";"0";"218.25";"0";"0.80";"SID103905284";"Nc1ncnc2c1sc1ncnc(N)c12";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1981720";"";"0";"265.28";"0";"2.67";"SID103904889";"O=C(Nc1cnccn1)Nc1ccnc2ccccc12";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL373798";"";"0";"361.38";"0";"4.60";"SID103904445";"Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12";"Ki";"'='";"316.23";"nM";"6.50";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1982466";"";"0";"454.56";"1";"5.90";"SID103904290";"Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1";"Ki";"'='";"2.512";"nM";"8.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1992473";"";"0";"652.73";"2";"6.70";"SID103904409";"CN(C)c1c(NC(=O)c2c(F)cccc2F)cccc1-c1nc2sccn2c1-c1ccnc(Nc2cccc(N3CCOCC3)c2)n1";"Ki";"'='";"501.19";"nM";"6.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1994638";"";"0";"375.41";"0";"4.90";"SID103904374";"Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)c(F)c2)c1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1981047";"";"0";"474.57";"0";"2.64";"SID103905608";"COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1";"Ki";"'='";"2.512";"nM";"8.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1976240";"";"0";"347.42";"0";"3.19";"SID103904556";"COc1cccc(C(CN)NC(=O)c2ccc(-c3ccncc3)cc2)c1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2003817";"";"0";"333.27";"0";"3.69";"SID103904890";"O=C(Nc1cnccn1)Nc1ccnc2cc(C(F)(F)F)ccc12";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1994830";"";"0";"344.78";"0";"4.37";"SID103905372";"Nc1nnc(-c2cc3c(Oc4ccc(Cl)cc4)cncc3s2)o1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1970083";"";"0";"523.52";"2";"7.41";"SID103904279";"Nc1ncc(-c2ccncc2)c2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12";"Ki";"'='";"10.0";"nM";"8.00";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL261849";"GW632580X";"0";"366.42";"0";"2.83";"SID103905623";"COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1";"Ki";"'>'";"3981.07";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1983393";"";"0";"346.37";"1";"5.01";"SID103904459";"O=C(Nc1cccc(F)c1)Nc1cccc(-c2ccc3cn[nH]c3c2)c1";"Ki";"'>'";"2511.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1999484";"";"0";"381.51";"0";"3.10";"SID103904405";"CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1";"Ki";"'='";"79.43";"nM";"7.10";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1970104";"";"0";"290.37";"0";"4.40";"SID103904906";"CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1";"Ki";"'='";"158.49";"nM";"6.80";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1190711";"";"0";"390.40";"0";"2.65";"SID103905231";"COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1968705";"";"0";"535.65";"2";"6.13";"SID103905541";"CCCC(=O)Nc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3cc(OCCN4CCCC4)ccc3n2)c1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL546797";"";"0";"277.29";"0";"2.67";"SID103904925";"ON=C(c1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1";"Ki";"'='";"1258.93";"nM";"5.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2007266";"";"0";"498.56";"1";"6.17";"SID103905330";"Cc1ccc(F)c(NC(=O)Nc2ccc(-c3ccc(OCCCn4cccc4)c4[nH]nc(N)c34)cc2)c1";"Ki";"'>'";"2511.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1973013";"";"0";"328.24";"0";"3.57";"SID103904935";"Cc1cnc(Nc2nc(NC(C)C)ncc2Br)s1";"Ki";"'>'";"2511.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1977135";"";"0";"288.35";"0";"3.68";"SID103904563";"O=C(NCc1ccccc1)c1ccc(-c2ccncc2)cc1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1989267";"";"0";"568.70";"1";"4.99";"SID103905093";"COc1cc(-c2csc3c(C=CC(=O)NCCN(C)C)cnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C";"Ki";"'='";"12.59";"nM";"7.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2000029";"";"0";"380.46";"0";"4.43";"SID103904485";"Cc1ccccc1-c1c(-c2ccc3[nH]nc(N)c3c2)nnn1Cc1ccccc1";"Ki";"'>'";"2511.89";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1996646";"";"0";"426.95";"1";"5.66";"SID103905406";"COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12";"Ki";"'='";"398.11";"nM";"6.40";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL2004118";"";"0";"357.85";"0";"3.75";"SID103905011";"CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2[nH]ccc12";"Ki";"'='";"1584.89";"nM";"5.80";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1982866";"";"0";"314.78";"0";"3.31";"SID103905540";"COCCn1cc(-c2ccncn2)c(-c2ccc(Cl)cc2)n1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1984633";"";"0";"339.42";"0";"3.70";"SID103904908";"COc1cccc(C(C)NC(=O)c2cnc(-c3ccncc3)s2)c1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1971017";"";"0";"272.30";"0";"3.20";"SID103905042";"NC(=O)c1cc2c(-c3cccc(F)c3)cncc2s1";"Ki";"'>'";"630.96";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963785";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ABL1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL1862";"Tyrosine-protein kinase ABL";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
