,molecule_chembl_id,IC50,units,smiles,pIC50
999,CHEMBL3416447,9.0,nM,COc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.045757490560675
1000,CHEMBL77452,9.0,nM,OCCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.045757490560675
1001,CHEMBL3233784,9.0,nM,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.045757490560675
1002,CHEMBL514566,9.0,nM,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCN(CCO)CC1,8.045757490560675
1003,CHEMBL425601,9.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,8.045757490560675
1004,CHEMBL3758990,9.0,nM,COC(=O)c1cccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c1OC,8.045757490560675
1005,CHEMBL503418,9.0,nM,CN1CCN(Cc2ccc(Nc3nc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)cc2)CC1,8.045757490560675
1006,CHEMBL3633940,9.0,nM,NC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1,8.045757490560675
1007,CHEMBL81712,9.0,nM,O=C(c1ccccc1)c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1,8.045757490560675
1008,CHEMBL214478,9.0,nM,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,8.045757490560675
1009,CHEMBL4280817,9.0,nM,O=C1CSC(N2N=C(c3ccncc3)CC2c2ccc(Br)cc2)=N1,8.045757490560675
1010,CHEMBL53940,9.0,nM,CNc1cc2c(Nc3ccccc3)ncnc2cn1,8.045757490560675
1011,CHEMBL1272324,9.0,nM,CCN(CC)C/C=C/C(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,8.045757490560675
1012,CHEMBL3622644,9.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)cc3)ncnc2cc1O[C@H]1CCOC1,8.045757490560675
1013,CHEMBL3085374,9.0,nM,COc1cc2ncnc(C#C[C@](C)(O)Cc3ccccc3)c2cc1OC,8.045757490560675
1014,CHEMBL3759478,9.0,nM,OC[C@@H](Nc1ncnc2sc(-c3ccccc3)cc12)c1ccccc1,8.045757490560675
1015,CHEMBL3814182,9.05,nM,S=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2c1,8.043351420794796
1016,CHEMBL598799,9.08,nM,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,8.041914151478915
1017,CHEMBL3763360,9.1,nM,COc1ccc(/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)cc1,8.040958607678906
1018,CHEMBL4092951,9.1,nM,CNC(=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.040958607678906
1019,CHEMBL3219125,9.14,nM,C=CC(=O)Nc1cccc(N2C(=O)CN(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.03905380426617
1020,CHEMBL435993,9.2,nM,OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.036212172654444
1021,CHEMBL3639542,9.2,nM,CC(C)N(C)C/C=C/C(=O)N1CCc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,8.036212172654444
1022,CHEMBL4077956,9.2,nM,NP(=O)(Oc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,8.036212172654444
1023,CHEMBL3805039,9.2,nM,C#Cc1cccc(Nc2ncnc3cc(OCC)c4c(c23)OCCO4)c1,8.036212172654444
1024,CHEMBL604914,9.25,nM,O=C(COc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.033858267260968
1025,CHEMBL129509,9.3,nM,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,8.031517051446064
1026,CHEMBL3971939,9.3,nM,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C)c4)ncnc3cc2OC)CC1,8.031517051446064
1027,CHEMBL1203939,9.31,nM,CCOc1cc2ncnc(Nc3ccccc3F)c2cc1OCC.Cl,8.031050319018657
1028,CHEMBL357367,9.4,nM,CCO.Nc1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,8.0268721464003
1029,CHEMBL596736,9.4,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)NO,8.0268721464003
1030,CHEMBL4075103,9.5,nM,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,8.022276394711152
1031,CHEMBL3357651,9.5,nM,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,8.022276394711152
1032,CHEMBL53796,9.6,nM,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.017728766960431
1033,CHEMBL3622667,9.6,nM,O=C(/C=C/CNC1CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC(F)F,8.017728766960431
1034,CHEMBL3765815,9.61,nM,COCCOc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCOC,8.017276612331454
1035,CHEMBL3805238,9.7,nM,CCOc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2c2c1OCCO2,8.013228265733755
1036,CHEMBL2148051,9.8,nM,CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,8.008773924307505
1037,CHEMBL4290869,9.8,nM,CC(C)(O)CC(=O)NCCc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1,8.008773924307505
1038,CHEMBL3680374,9.87,nM,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC(F)F,8.005682847330363
1039,CHEMBL4099377,9.9,nM,C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2F)c(OC)cc1N(C)CCN(C)C,8.00436480540245
1040,CHEMBL311129,10.0,nM,Cc1c(-c2ccccc2)[nH]c2ncnc(Nc3cccc(Cl)c3)c12,8.0
1041,CHEMBL207235,10.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,8.0
1042,CHEMBL3893822,10.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2C)cn1,8.0
1043,CHEMBL489058,10.0,nM,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,8.0
1044,CHEMBL208292,10.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,8.0
1045,CHEMBL251124,10.0,nM,CCOc1cc2ncnc(C#Cc3[nH]ccc3-c3ccccc3)c2cc1OCC,8.0
1046,CHEMBL52076,10.0,nM,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.0
1047,CHEMBL3655348,10.0,nM,CN(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c23)C1,8.0
1048,CHEMBL276154,10.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC1CCN(C)CC1,8.0
1049,CHEMBL3671493,10.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCCNC(C)=O,8.0
1050,CHEMBL3622638,10.0,nM,COCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN(C)C,8.0
1051,CHEMBL207445,10.0,nM,COCC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,8.0
1052,CHEMBL205149,10.0,nM,COc1cc(OC2CCNCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,8.0
1053,CHEMBL382823,10.0,nM,COCCN(Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)[C@@H](C)C(N)=O,8.0
1054,CHEMBL181617,10.0,nM,ClCCNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.0
1055,CHEMBL3904966,10.0,nM,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Br)c(Cl)c4F)ncnc3cc2OC)C1,8.0
1056,CHEMBL479800,10.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1,8.0
1057,CHEMBL3890186,10.0,nM,COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,8.0
1058,CHEMBL93181,10.0,nM,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.0
1059,CHEMBL4099713,10.0,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,8.0
1060,CHEMBL3965948,10.0,nM,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCOCC5)c(Cl)c4)c3cc21,8.0
1061,CHEMBL470011,10.0,nM,Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCCCC5)cc4)sc23)cc1Cl,8.0
1062,CHEMBL469354,10.0,nM,NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4cccc(Br)c4)c3s2)cc1,8.0
1063,CHEMBL3233774,10.0,nM,O=C(/C=C/CNCC1COC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.0
1064,CHEMBL325245,10.0,nM,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,8.0
1065,CHEMBL4060103,10.0,nM,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccc(F)cc4)ccc23)c(OC)cc1N(C)CCN(C)C,8.0
1066,CHEMBL554,10.0,nM,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,8.0
1067,CHEMBL1645476,10.0,nM,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,8.0
1068,CHEMBL1645466,10.0,nM,C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,8.0
1069,CHEMBL135902,10.0,nM,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,8.0
1070,CHEMBL4100655,10.0,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(F)c3)c3c(N)ncnc32)C1,8.0
1071,CHEMBL4086878,10.0,nM,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C)ccn2)c1,8.0
1072,CHEMBL14699,10.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCOCC1,8.0
1073,CHEMBL155761,10.0,nM,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1,8.0
1074,CHEMBL419137,10.0,nM,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,8.0
1075,CHEMBL300491,10.0,nM,COc1ccc2cncnc2c1,8.0
1076,CHEMBL300791,10.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCN(C)CC1,8.0
1077,CHEMBL461792,10.08,nM,COC[C@H]1Oc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2O[C@@H]1COC,7.996539467890494
1078,CHEMBL4250273,10.1,nM,COc1ccc(N(c2ncnc3occ(C)c23)C(C)C)cc1,7.995678626217357
1079,CHEMBL3219130,10.18,nM,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)CC)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,7.99225222199926
1080,CHEMBL4065288,10.2,nM,S=C(Nc1cccnc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.991399828238082
1081,CHEMBL4066170,10.2,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],7.991399828238082
1082,CHEMBL597569,10.4,nM,COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,7.982966660701219
1083,CHEMBL4287141,10.5,nM,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(F)ccc34)n2)c(OC)cc1N(C)CCN(C)C,7.978810700930062
1084,CHEMBL4079553,10.71,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,7.970210529168144
1085,CHEMBL2437226,10.8,nM,Cc1ccc(S(=O)(=O)O)cc1.NS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.966576244513051
1086,CHEMBL4125840,10.8,nM,C=CC(=O)N1CC[C@H](Nc2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,7.966576244513051
1087,CHEMBL3344215,10.8,nM,CS(=O)(=O)C[C@@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.966576244513051
1088,CHEMBL1928315,10.8,nM,O=C(c1cc2ccccc2s1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,7.966576244513051
1089,CHEMBL3436356,10.8,nM,Cc1ccc(S(=O)(=O)O)cc1.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCNCC6)o5)cc34)cc2Cl)c1,7.966576244513051
1090,CHEMBL3805236,10.9,nM,C#Cc1cccc(Nc2ncnc3cc(OC)c4c(c23)OCCO4)c1,7.962573502059376
1091,CHEMBL511990,11.0,nM,OC[C@@H]1CCCN1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,7.958607314841775
1092,CHEMBL2148053,11.0,nM,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,7.958607314841775
1093,CHEMBL2148052,11.0,nM,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,7.958607314841775
1094,CHEMBL3678955,11.0,nM,CC(C)n1c(Nc2ccc(NC(=O)Nc3ccc(F)c(Cl)c3)cc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,7.958607314841775
1095,CHEMBL90013,11.0,nM,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.958607314841775
1096,CHEMBL340862,11.0,nM,CCOc1cc2ncnc(Nc3cccc(-c4cncs4)c3)c2cc1OCC,7.958607314841775
1097,CHEMBL345294,11.0,nM,Brc1cccc(Nc2ncnc3ccsc23)c1,7.958607314841775
1098,CHEMBL134312,11.0,nM,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.958607314841775
1099,CHEMBL4091626,11.0,nM,C#Cc1cccc(Nc2ncnc3ccc(OCCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,7.958607314841775
1100,CHEMBL125920,11.0,nM,CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,7.958607314841775
1101,CHEMBL208594,11.0,nM,CNc1ccc2ncnc(Nc3cccc(C)c3)c2c1,7.958607314841775
1102,CHEMBL94061,11.0,nM,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.958607314841775
1103,CHEMBL1683973,11.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCCC1,7.958607314841775
1104,CHEMBL52784,11.0,nM,CN(C)c1ccc2cncnc2c1,7.958607314841775
1105,CHEMBL3908303,11.0,nM,C[C@@H](Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1,7.958607314841775
1106,CHEMBL3290142,11.0,nM,C=CC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,7.958607314841775
1107,CHEMBL517907,11.0,nM,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,7.958607314841775
1108,CHEMBL2110732,11.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,7.958607314841775
1109,CHEMBL3671489,11.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNC(=O)NCC,7.958607314841775
1110,CHEMBL544867,11.0,nM,Cc1cccc(Nc2ncnc3c2sc2ccc([N+](=O)[O-])cc23)c1.Cl,7.958607314841775
1111,CHEMBL4070454,11.2,nM,Oc1ccc(-c2nc(-c3ccccc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,7.950781977329818
1112,CHEMBL3357653,11.2,nM,CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,7.950781977329818
1113,CHEMBL3680375,11.35,nM,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.945004138470859
1114,CHEMBL3436359,11.4,nM,CC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,7.943095148663527
1115,CHEMBL4091921,11.4,nM,S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.943095148663527
1116,CHEMBL4100647,11.42,nM,CC1(C)OOC2(CCC(C(=O)Nc3ccc4ncnc(Nc5cccc(Cl)c5)c4c3)CC2)OO1,7.942333896090171
1117,CHEMBL4080008,11.6,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(CN(C)C)C1,7.935542010773082
1118,CHEMBL3982710,11.6,nM,COc1cc(Nc2ncnc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc23)ccc1Oc1ccccc1,7.935542010773082
1119,CHEMBL251314,11.7,nM,CCOc1cc2ncnc(C#CC(C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC,7.931814138253838
1120,CHEMBL3360613,11.9,nM,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-],7.924453038607469
1121,CHEMBL212965,12.0,nM,[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1,7.920818753952375
1122,CHEMBL256295,12.0,nM,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/O,7.920818753952375
1123,CHEMBL3671580,12.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCNC(C)=O,7.920818753952375
1124,CHEMBL511637,12.0,nM,Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCOCC5)cc4)sc23)cc1Cl,7.920818753952375
1125,CHEMBL3676367,12.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCN1CCCCC1,7.920818753952375
1126,CHEMBL420254,12.0,nM,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.920818753952375
1127,CHEMBL3919447,12.0,nM,C=CC(=O)N1CC[C@H](Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,7.920818753952375
1128,CHEMBL37543,12.0,nM,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.920818753952375
1129,CHEMBL399372,12.0,nM,CCOc1cc2ncnc(C#Cc3nccn3-c3ccccc3)c2cc1OCC,7.920818753952375
1130,CHEMBL4076363,12.0,nM,NCCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,7.920818753952375
1131,CHEMBL1271561,12.0,nM,C[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)/C=C/CN(C)C)C3)c1ccccc1,7.920818753952375
1132,CHEMBL328691,12.0,nM,COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.920818753952375
1133,CHEMBL1271562,12.0,nM,CC[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)/C=C/CN(C)C)C3)c1ccccc1,7.920818753952375
1134,CHEMBL128759,12.0,nM,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.920818753952375
1135,CHEMBL3639752,12.0,nM,C=CC(=O)Nc1cc2c(Nc3cc(F)c(Br)cc3F)ncnc2cc1OCCNC(C)=O,7.920818753952375
1136,CHEMBL2178349,12.0,nM,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C)c4n3)cc2)CC1,7.920818753952375
1137,CHEMBL256297,12.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,7.920818753952375
1138,CHEMBL3655343,12.0,nM,CN(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2C1,7.920818753952375
1139,CHEMBL1914670,12.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C#N)cc3)cc12)c1ccccc1,7.920818753952375
1140,CHEMBL497697,12.0,nM,CN/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,7.920818753952375
1141,CHEMBL3671571,12.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN1CCN(C)CC1,7.920818753952375
1142,CHEMBL2408045,12.0,nM,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,7.920818753952375
1143,CHEMBL3114699,12.0,nM,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCOCC2)CCO4)c1,7.920818753952375
1144,CHEMBL480349,12.0,nM,CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)o1,7.920818753952375
1145,CHEMBL205798,12.0,nM,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,7.920818753952375
1146,CHEMBL328704,12.0,nM,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.920818753952375
1147,CHEMBL3958006,12.0,nM,O=C(/C=C/CN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.920818753952375
1148,CHEMBL3989970,12.0,nM,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,7.920818753952375
1149,CHEMBL513208,12.0,nM,CN(C)Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,7.920818753952375
1150,CHEMBL2334002,12.1,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN,7.91721462968355
1151,CHEMBL2437467,12.1,nM,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(C(N)=O)cc4)nc32)c1,7.91721462968355
1152,CHEMBL4074601,12.1,nM,CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.91721462968355
1153,CHEMBL3680378,12.13,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCCC1,7.916139199133427
1154,CHEMBL243837,12.2,nM,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(Cl)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,7.913640169325252
1155,CHEMBL553351,12.3,nM,Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,7.910094888560602
1156,CHEMBL2031311,12.5,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN(C)C,7.903089986991944
1157,CHEMBL3436355,12.5,nM,CN1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,7.903089986991944
1158,CHEMBL4061829,12.5,nM,OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,7.903089986991944
1159,CHEMBL2437466,12.5,nM,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(NC(C)=O)cc4)nc32)c1,7.903089986991944
1160,CHEMBL555921,12.6,nM,COc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12.Cl,7.899629454882437
1161,CHEMBL605976,12.8,nM,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO,7.892790030352131
1162,CHEMBL2437488,12.8,nM,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccccc4)nc32)c1,7.892790030352131
1163,CHEMBL3357647,12.9,nM,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,7.889410289700751
1164,CHEMBL3676361,13.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(C)=O,7.886056647693163
1165,CHEMBL3676354,13.0,nM,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OCCNCC(C)=O,7.886056647693163
1166,CHEMBL4100759,13.0,nM,C=CC(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,7.886056647693163
1167,CHEMBL470218,13.0,nM,CN(C)CCc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,7.886056647693163
1168,CHEMBL404405,13.0,nM,OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,7.886056647693163
1169,CHEMBL3759815,13.0,nM,C[C@@H](Nc1ncnc2sc(-c3ccc(CO)cc3F)cc12)c1ccccc1,7.886056647693163
1170,CHEMBL3786098,13.0,nM,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,7.886056647693163
