chembl_compound_id,chembl_activity_id,pIC50,smiles
CHEMBL2425091,13452936,7.03,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC(OC)C1
CHEMBL1095130,3299620,5.6,Nc1nc(Nc2ccc(Cl)cc2F)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1
CHEMBL382822,1715583,6.35,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(=O)N(C)C
CHEMBL5415613,25599169,8.22,CCNC(=O)c1cnc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)cc1N[C@@H](C)CC
CHEMBL5752653,28403690,7.25,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4COC4)NN3)c3cccnc3)cc2c1NC1CCOCC1
CHEMBL5813491,28405280,7.38,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC3C(C)(C)C3(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL4128415,18304102,8.72,C=CC(=O)Nc1cccc(-n2c(=O)n(Cc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1
CHEMBL3233769,14586665,5.75,C=CCOC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL4064224,18243222,7.17,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(Cl)c23)c1
CHEMBL5916714,28405466,7.47,Cc1ccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)cn1
CHEMBL5813210,28405547,8.0,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc4nccn4c3)cc12
CHEMBL2018761,10855818,5.14,COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C
CHEMBL5758018,28405895,8.15,CC(C)(CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4ncccc34)cc12)C(F)(F)F
CHEMBL2425092,13452939,7.25,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(COC2)C1
CHEMBL5884157,27653276,7.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC(C)(C)CO)c(F)c3)ncc2F)c1
CHEMBL1928955,7963953,7.19,O=C(COc1ccccc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1
CHEMBL4082000,18039962,8.35,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(C(F)(F)F)c4)ccc23)c(OC)cc1N(C)CCN(C)C
CHEMBL5746985,28403648,7.17,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(N[C@@H](c4ccccc4)C(C)(C)O)c3c2)c2cccnc2)NN1
CHEMBL5199122,24877541,6.55,CSc1nc(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1
CHEMBL4468464,19122073,7.92,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccccc2F)nn1
CHEMBL5958954,27737750,6.26,COc1ccccc1C(=O)NCc1ccc(-c2nn(C3CCCC(=O)C3)c3ncnc(N)c23)cc1
CHEMBL3344210,15130271,7.46,CNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL4541573,19445325,6.44,CN(C)C/C=C/C(=O)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21
CHEMBL5981661,26749616,7.23,C[C@@H]1CN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2C(F)(F)F)C[C@H](C)O1
CHEMBL5850193,28405520,8.7,CC1(N2C=C([C@@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C(F)(F)F)c4c3)c3ccc(F)c4ncccc34)NN2)CC1
CHEMBL5206902,24848249,9.7,CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1
CHEMBL5814097,28404194,8.4,CN1C=C(C(Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccnc2)NN1
CHEMBL5814661,26749553,7.16,O=C1CCc2c(Oc3ccc4c(c3)[C@H]3[C@H](NC(=O)c5ccc(CN6CCCCC6)c(C(F)(F)F)c5)[C@H]3O4)ccnc2N1
CHEMBL4873830,23256359,6.7,O=C(O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl
CHEMBL4078431,17956904,9.52,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl
CHEMBL4095447,18189825,9.0,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc4ccccc34)c3c(N)ncnc32)C1
CHEMBL5172251,24919453,7.66,CCc1cc(Nc2ncc(Cl)c(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1
CHEMBL5959323,28403960,7.46,CC(C)Oc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C2CCN(C(C)(C)C)CC2)NN1
CHEMBL53898,1183296,6.16,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
CHEMBL5977400,27070103,5.26,CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(S(C)(=O)=O)CC4)cc3)n2)C1
CHEMBL5875860,28722164,7.07,C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1
CHEMBL5994959,26961343,7.43,Nc1ncnc2c1c(C(=O)Nc1nc3cc(Cl)ccc3o1)cn2[C@@H]1CCN(C(=O)/C=C/CN2CCCCC2)C1
CHEMBL5201973,24907645,8.63,Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1ccc2nccn2c1
CHEMBL4061473,18060629,8.51,C=CC(=O)N1CCC[C@@H]1CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1
CHEMBL3920551,16847205,7.29,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(C)c(C)c4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
CHEMBL5893452,26940988,7.64,C=CC(=O)Nc1cc(Nc2ncc3ccc(-c4cnn(C)c4)n3n2)c(OC)cc1N1CCC(N(C)C)CC1
CHEMBL5995813,27652748,7.26,COCCOc1ccc(Nc2ncc(F)c(Nc3cccc(NC(=O)/C=C/CN4CC[C@H](O)C4)c3)n2)cc1
CHEMBL5201846,24823391,8.0,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccncn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1
CHEMBL5956631,27737660,5.26,COc1c(C)cccc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1
CHEMBL5912662,28405214,8.3,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc(C#N)c4ncccc34)cc12
CHEMBL4780286,22835791,9.1,OC[C@@H](Nc1ncnc2[nH]c(-c3ccccc3)cc12)c1ccccc1
CHEMBL4441404,19226240,6.15,COc1ccc(/C(CSc2nc3[nH]c(=O)n(C)c(=O)c3[nH]2)=N\O)cc1
CHEMBL4079861,17998442,8.62,C=CC(=O)Nc1cc(C(C)C)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL3925584,16739499,7.62,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4F)ncnc3o2)cc1
CHEMBL6033704,27653297,6.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@@H]4CCOC4)c3)ncc2F)c1
CHEMBL5420820,25665198,8.44,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)n2)s1
CHEMBL3671538,26587547,7.68,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CCCN(C)C
CHEMBL3416625,15229672,8.3,COc1ccccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL207037,1715576,7.3,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC(C(N)=O)C1
CHEMBL6052028,27652889,7.26,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3cccc(OCCN4CCOCC4)c3)ncc2F)C1
CHEMBL3092301,13852018,6.58,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(N2CCCC2)CC1
CHEMBL5766216,28404707,8.22,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C(C)(C)C(F)(F)F)NN1
CHEMBL489312,2390243,7.68,CN(C)CCCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21
CHEMBL3930316,16668207,8.7,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL5796551,27750488,8.7,C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(c3)c(Cl)cn4C)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5776776,27652988,7.26,C=CC(=O)N1CCOc2ccc(Nc3nc(Nc4ccc(N5CCOCC5)nc4)ncc3C(C)=O)cc21
CHEMBL5808967,28404695,8.7,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4ccncc34)cc12
CHEMBL3699619,16280732,6.7,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1
CHEMBL4078973,18172279,6.66,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CC6(CCN(C)CC6)C5)c(C)c4)nc32)C1
CHEMBL3234743,14571455,5.88,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc(O)nc1
CHEMBL3735952,16390277,6.06,COC1CCN(c2nccc(Nc3cc4[nH]cnc4cn3)n2)CC1
CHEMBL5284179,25059910,7.66,COc1cc2c(Nc3ccc(Oc4ccccc4)c(C)c3)ncnc2cc1OCC1CCN(C)CC1
CHEMBL205045,1710020,7.77,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccn3)cc2Cl)c1
CHEMBL250924,2047159,7.58,COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC
CHEMBL4453748,19172995,7.19,C=CC(=O)N(c1ccc(F)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12
CHEMBL4465231,19029997,5.98,CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(Oc4ccccc4)c23)n1
CHEMBL1090358,3240743,9.02,CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)c6c(F)cccc6F)c5)nc5sccn45)n3)cc2)CC1
CHEMBL3237934,14574806,5.13,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1
CHEMBL3604941,15685166,6.22,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C(C)=O)CC3)n2)c1
CHEMBL208594,1721410,7.96,CNc1ccc2ncnc(Nc3cccc(C)c3)c2c1
CHEMBL5290503,25059905,6.02,COc1cc2c(Nc3ccc(Oc4ccccc4)cc3Br)ncnc2cc1OCC1CCN(C)CC1
CHEMBL5890663,26839072,8.92,Cn1ccc2c([C@H](Nc3cc(C#N)c4ncnc(NCC(C)(C)C)c4c3)c3cn(C4(C(F)F)CC4)nn3)cccc2c1=O
CHEMBL49986,889461,6.97,C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL3736183,16390280,6.6,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)C[C@H]1F
CHEMBL56455,1145378,5.77,COc1ccc(CCNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1OC
CHEMBL5401500,25665193,8.2,CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN4CCOCC4)c3)n2)s1
CHEMBL3604928,15685191,6.05,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1
CHEMBL5563422,25865972,7.11,C=CC(=O)N1CC[C@@H](n2cc(-c3ncnc4cc(OC)c(OC)cc34)c(-c3cccc(OC)c3)n2)C1
CHEMBL5840304,27071723,6.26,NC(=O)c1ncc(N2CCC[C@@H](NC(=O)c3cncc(F)c3)C2)nc1Nc1ccc(C2CCN(C3CCCC3)CC2)cc1
CHEMBL6023899,28405184,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4c(=O)[nH]ccc34)cc12
CHEMBL4129646,18304100,9.4,C=CC(=O)Nc1cccc(-n2c(=O)n(CCC)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1
CHEMBL4650319,25098101,7.6,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3936642,16666127,7.11,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21
CHEMBL5971053,28405340,8.3,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(CC(F)(F)F)CC2)NN1
CHEMBL3799864,16581394,8.74,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(C)=O)CC4)cc3OC)ncc2SC)c1
CHEMBL3628792,15759237,5.88,Fc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1Cl
CHEMBL2316143,12615160,5.68,COc1cc(/C=C2\CCC/C(=C\c3ccccc3F)C2=O)cc(OC)c1
CHEMBL3915306,16666136,5.19,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)cc4)c3cc21
CHEMBL5428404,25536008,7.11,Cc1cccc(CN(C)c2ncnc3[nH]c(-c4ccc(CO)cc4)cc23)n1
CHEMBL94191,12712360,6.7,COc1cc2ncnc(Nc3ccccc3)c2cc1OC
CHEMBL4287141,18722895,9.0,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(F)ccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5208416,24670254,8.25,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)CC1
CHEMBL384699,1768040,7.29,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN1CCOCC1
CHEMBL1171273,3364632,4.5,COc1ccccc1/C=C/C(=O)OCCn1c([N+](=O)[O-])cnc1C
CHEMBL3085379,2047163,6.7,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)Cc1ccncc1
CHEMBL3234747,14571459,7.36,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC2CC2)nc1
CHEMBL1944928,8025252,4.19,COc1ccc2c3oc(=O)cc(O)c3c(=O)n(C)c2c1
CHEMBL399371,2047157,8.3,CCOc1cc2ncnc(/C=C/CCc3ccccc3)c2cc1OCC
CHEMBL5851917,28405241,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=CN(C2(C)CC2)NN1
CHEMBL6023552,28404659,8.4,Cn1ncc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C)CC4)NN3)cccc21
CHEMBL5436840,25533378,6.43,CN(C)CCn1ncc2cc(Nc3nccc(-c4cn(C)c5ccccc45)n3)ccc21
CHEMBL3671574,26587658,7.6,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C1CCCN1C(C)=O
CHEMBL3622647,15743466,6.83,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(C#N)c3)ncnc2cc1O[C@H]1CCOC1
CHEMBL1172843,19310315,7.7,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL3680373,26581689,8.19,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCF
CHEMBL5288249,25078699,7.97,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C#N)c4)ncnc3cc2O[C@H]2CCOC2)CC1
CHEMBL5793602,28405841,8.52,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C45CC(C4)C5)NN3)c3ccc(F)c4ncccc34)cc12
CHEMBL4639556,20708029,5.31,CN1CCN(C/C=C/C(=O)N2CCCOc3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4cc32)CC1
CHEMBL5959742,28620584,5.37,COc1cc(C2CCNCC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL125920,892035,7.96,CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC
CHEMBL5853497,28162814,6.51,NC(=O)c1c(-c2ccc(Oc3ccc(Cl)cn3)cc2)nn([C@@H]2CCCN(C(=O)/C=C/C(F)F)C2)c1N
CHEMBL3403514,15176258,6.51,Cc1nc(N(C)c2ccc3occc3c2)c2cc(C)oc2n1
CHEMBL4175782,18423622,8.11,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ncn(C)n3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5893709,28404785,8.7,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C#N)CC4)NN3)c3cccc4ncccc34)cc12
CHEMBL3921302,16666122,7.7,CN1CCN(c2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CCl)c5cc34)cc2Cl)CC1
CHEMBL6027049,27069668,6.26,COc1ccc(C(=O)N[C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5CCN(C)CC5)cc4)n3)C2)cc1
CHEMBL4532084,19073795,8.21,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1OCCOCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1
CHEMBL5962946,28517180,6.0,C#CC(=O)N1CCCC(N(C)c2nc(-c3cnn(C)c3)c3c(c2F)CNC3=O)C1
CHEMBL5887780,28404974,7.17,Cc1ncoc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL6041434,26838943,8.11,CC(C)(C)CNc1ncnc2ccc(N[C@@H](c3ccc(F)cc3)c3cn(C4CC4)nn3)cc12
CHEMBL3932286,16895190,8.38,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4)ncnc3cc2OC)CC1
CHEMBL4202780,18456097,5.11,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)/C=C/CN(C)C)n1
CHEMBL3760082,16457562,8.52,COc1ccc(C=O)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1
CHEMBL3416621,15229697,7.1,Brc1cc2c(Nc3ccccc3)ncnc2s1
CHEMBL5084760,24381004,9.15,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1
CHEMBL5750602,27737561,5.26,CC(C)Oc1ccccc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1
CHEMBL5411377,25665211,7.31,CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C(C)C)CC5)cc4)n3)s2)CC1
CHEMBL2337369,12684830,4.23,CC(C)(C)C(=O)Nc1nc(Nc2ccc(Cl)cc2)c2c(n1)[nH]c1cccc(Cl)c12
CHEMBL3357648,15112238,7.41,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1
CHEMBL3612596,15698276,6.8,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC(C)C)cc4)c3cc21
CHEMBL212250,1766871,7.6,O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1
CHEMBL206955,1715589,8.22,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O
CHEMBL5920148,28404020,8.3,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4COC4)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL5741542,28405367,8.52,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C(CF)CF)NN1
CHEMBL5940713,27558878,7.06,C=CC(=O)Nc1cc(Nc2nc(OC3CN(S(C)(=O)=O)C3)c3ccn(CO)c3n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3233778,14586676,8.1,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
CHEMBL2031300,10888039,9.64,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1
CHEMBL4075241,18155519,5.51,COc1cc(Cl)c(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC
CHEMBL371888,1603448,7.23,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC
CHEMBL5857449,28403885,7.43,Cn1cnc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CNNN2)c1
CHEMBL5893212,27653126,6.26,C=CC(=O)Nc1ccc(Nc2nc(Nc3cncc(OC)c3)ncc2C(F)(F)F)cc1
CHEMBL5394606,25533371,7.38,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(CC)CC)c12
CHEMBL3961553,16739492,8.7,OC[C@@H](Nc1ncnc2oc(-c3ccc(O)cc3)cc12)c1ccccc1
CHEMBL5794118,27750416,7.24,C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5808700,27653291,7.26,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OC(C)CO)c3)ncc2F)c1
CHEMBL4557772,19293637,8.22,C=C(F)C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3676375,26587808,7.06,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCC(C)NC(=O)CN(C)C
CHEMBL2064391,10967427,5.17,CC(=O)c1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1
CHEMBL377277,1696700,5.09,COc1cc(OC(C)C)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1
CHEMBL2347966,12722985,8.4,CN(C)CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1
CHEMBL4550104,18923676,9.0,Cc1cc2cc(n1)-c1cnn(C)c1OCCCCCN1/C(=N/C2=O)Nc2ccccc21
CHEMBL247915,2038909,6.72,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccnc5)c4)c23)CC1
CHEMBL5796539,28517078,5.37,C=CC(=O)N1CCCC(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3c(c2F)CNC3=O)C1
CHEMBL5436784,25533368,6.8,[2H]C([2H])([2H])n1cc(-c2ccnc(Nc3cc(NC(C)=O)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21
CHEMBL5573322,25947801,4.49,CCN(CC)c1nc2oc(C)c(C(=O)NN)c2c(=O)n1-c1ccccc1
CHEMBL3930539,16756453,8.05,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2F)c1
CHEMBL3742146,16404694,5.37,C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1cccnc1
CHEMBL5188940,24741586,10.1,CCc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3P(C)(C)=O)OCCO4)n2)c(OC)cc1N1CCC(N2CC(N(C)C)C2)CC1
CHEMBL5860484,27071360,5.26,CCN1CCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C6CC6)CC5)cc4)n3)C2)C1=O
CHEMBL399438,2045383,6.63,N#Cc1cnc2cc(-c3ccc(CN4CCOCC4)cc3)ccc2c1N[C@@H]1C[C@H]1c1ccccc1
CHEMBL6011609,28883690,5.21,C=CC(=O)N1CCC(Nc2cncc(-c3cnc(Nc4cccc(Cl)c4)nc3)c2)CC1C
CHEMBL3898077,16895221,8.7,C=C(CN(C)C)C(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1
CHEMBL172652,1036448,8.39,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1
CHEMBL5567060,25865962,7.66,Fc1ccccc1COc1cccc(-c2n[nH]cc2-c2ccncc2)c1
CHEMBL5967802,28405364,8.22,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(C)(C)C)CC2)NN1
CHEMBL2031308,10888047,8.66,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1
CHEMBL3758951,16457541,8.1,C[C@@H](Nc1ncnc2sc(-c3ccc(F)c(C=O)c3)cc12)c1ccccc1
CHEMBL4227490,18577524,6.72,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccccc3OC)n2)c1
CHEMBL5925262,28403936,8.52,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C2CCN(C(C)(C)C)CC2)NN1
